RA,DEC
6.4012920536375,12.7241839000284
13.0510797338188,13.8838986577265
17.6993347021063,25.2539982284148
18.7115629405752,26.130872502529
19.7304655101798,7.0292740977788
21.5867699040036,-0.2205127439856
23.2111515453378,23.7191065753072
24.5530468383287,1.0641112218437
25.2726739301086,26.7028673422001
25.5091610295487,-0.5588916809639
25.9154116771159,0.5521098247629
28.5578623698588,-9.2212204381721
36.4216090544301,2.6409090971799
41.3370842766408,28.3035168561068
48.4195138433476,0.1184913360661
51.5603749157756,-0.1939358702675
103.793821630937,28.1829479219016
109.103431000809,39.4900920674479
109.568431689499,37.5275669627779
114.706116469802,48.8574016540848
119.518472684786,20.9994054793187
121.12539541908,48.3014010183856
121.465148729131,-7.9528222100033
130.666556020126,2.6059707538227
131.166197385271,54.0895744881912
131.495815019511,10.3919411591789
132.319579308557,10.7583528588629
133.069923979893,61.0403985841279
134.261410644941,13.3554177217454
138.596060867565,24.2552099897347
139.127608282395,39.9748080000872
141.871761951951,31.3373817471997
142.141963705686,14.975305823259
143.562387934496,47.958915965012
146.368465294209,19.4028366791911
146.689986524746,40.8751300372663
149.907384734633,59.8227426195298
155.277948131263,8.4569368068032
163.511352211405,18.5056910945748
166.42560998151,38.6629017526302
167.984069051129,44.0727519248288
168.377216935656,-12.137956112467
169.070291982105,26.5546289328661
169.789887530751,39.7442133797383
169.998567327789,46.5158025075971
172.022139432381,59.3327650145876
172.561245289304,-0.1637746780553
172.809634769231,51.8617467689865
174.22583153929,7.0603050819738
175.419945471027,0.1465241362274
178.781331097833,9.4786991873229
179.318256943474,61.4029797003835
179.547637193289,-0.0461746339986
179.61270334928,17.7056961181862
180.713205944991,32.3313235312809
181.730461949232,37.487021137572
183.876544568385,48.7054375499524
184.128457503393,12.7542130786598
187.384871004315,15.2103204970823
188.209697693535,27.2266791920693
190.313965950092,11.5517768327958
190.37446630763,21.0560689245834
191.549378201681,24.9018333808857
192.301368698365,44.4959809177607
197.990263910538,17.405152785612
199.160426411498,3.8051078979988
204.029434858533,29.074004821813
206.430078819378,42.0757270634172
206.661444088319,9.4675964531567
210.185990203311,8.9789797754341
212.298626937927,52.397284648074
212.414599992333,54.0923143276975
212.689706977177,53.3287608292108
212.908567293246,53.8327116188589
212.980709514026,48.4850570123922
217.470536792129,62.4527586157786
222.523363188462,29.8984307046382
223.594234203601,33.0810503557439
224.784215632451,10.2537886020117
226.678398043641,45.316963196844
229.857629711651,38.9653506285926
229.967091421573,39.1912295119647
230.812489068893,2.4075414378031
232.433306317274,14.8906424848849
233.310171958753,10.3398850227578
233.567332761403,28.8837229750793
235.451808896239,51.3604055358979
235.773649066528,34.5399061386646
235.815854294134,34.3202497785738
237.203044693759,53.8366117040022
240.062027784911,26.1292300296782
241.153882558952,43.4633837162597
242.681272912562,50.3861205663306
244.416031072651,14.5209261454211
244.710144155568,10.5385004225894
244.867927811448,36.9008407914424
246.294548970132,17.8783450183075
250.167125439175,27.4971132484425
252.192939145199,51.2596421939294
252.738151381267,40.7242664344641
253.138194734366,43.9176914420662
255.642992189829,22.0033369850096
259.245753732872,64.1923734530934
261.597516600523,32.7526697473604
268.06553397997,25.2194047991753
300.403113749108,-11.6821569580022
337.790608849113,-2.50128944139
339.639676914317,22.7216216137788
341.558729275458,24.2280176386688
350.870076751635,19.878175696156
351.362059680049,-9.7426545786
353.25482251201,8.693410603466
357.507675936159,20.9783449777451
240.311000299927,53.7708967276365
225.182676260051,28.392013890239
134.63174645589,42.4896804454778
117.55647535302,47.4766758123187
207.512553453061,27.5767731767298
198.259324703291,23.0660862181236
35.5847571852846,-0.3923011842154
156.449073140847,49.90898041575
11.1682369739173,13.9765015715632
173.829618940659,13.2740538991303
159.83689196221,5.7350438957126
180.772665107212,18.9808805488528
248.083024868965,15.1537491435601
130.219691193855,2.7868210388667
229.086445240547,0.8359485198833
144.223843758816,2.9923214324287
333.512794507246,11.930503091381
204.692969407603,42.4006164527637
342.014958009217,13.4998400751496
238.880833653591,6.6201381372155
178.961591215553,0.7673062417971
40.8864226238957,1.0200628420975
186.735223512843,29.6121824207493
49.7428726511581,0.3904621605701
49.1777543892382,-0.1379729105768
352.078036026936,14.3771950555469
207.154659994123,27.1967171102912
186.806598748244,54.3613606798553
336.161305515422,-1.6305667335138
156.606788841606,58.4691605160035
190.974058132919,26.5591128824192
157.002178478829,12.0738083554386
49.1575625800613,-0.5530427438349
179.724612387188,60.4358795937114
249.0244622058,29.5937660331793
134.484474299221,33.6351753628153
138.762050114201,8.4571096909945
151.16184807359,5.7790954169178
40.6207485212278,-8.5580600879084
238.089354109544,0.2158060291866
202.504871077533,64.5899140238313
228.071368152714,14.5131191042977
240.975669256692,46.029704442992
205.282941088184,41.8344984574931
19.9759467182992,24.9298956865918
188.599280910412,48.1765463015095
154.914842290629,29.322532100793
147.999114667401,20.7562216646648
193.557449211237,-2.602370229951
138.304998378009,49.6913508896901
206.467228131476,40.0171404082308
152.923239277086,28.766408666486
337.259740993424,-0.9857268719771
233.628574108615,33.8059826805952
124.074316134532,31.9788232268178
11.1408764698976,-7.3959685744227
216.108066343688,3.244107612019
168.042472329779,19.7391800949122
122.260222180764,31.3862091846256
247.478566149871,25.9657649305241
9.8014905353755,22.9316975941634
143.767737012907,1.0205970890519
150.195730084482,33.3493088199242
343.417875081158,0.452715789284
244.873810314112,43.2234864972594
338.073576921522,0.4864858295166
167.780958817486,56.0771231764003
334.26866759438,5.9362267364228
347.276051157549,10.1305669535088
198.635062319998,36.593550264892
168.797175242709,19.3424042381149
212.635451337087,52.7778006029253
