,RA,DEC,Field
155,8.049969874305,0.8119907426324,133
156,114.197057756757,21.2895814799174,18
157,114.197057756757,21.2895814799174,52
158,159.187482267642,10.2270271754238,82
159,170.179407994122,4.26563510216,103
160,165.444168337313,8.8876616463182,74
161,169.145347299136,2.3939373412749,77
162,181.06833421543,-1.1569426425988,97
163,181.06833421543,-1.1569426425988,104
164,150.429987354961,10.755129688019,70
165,44.0998610379458,35.6098485156723,37
166,179.560479622343,0.0829204468257,100
167,183.734930360404,-2.5674550463545,114
168,183.734930360404,-2.5674550463545,115
169,119.157250514074,20.62521706891,165
170,44.5295351270666,33.3675065269534,38
171,43.4792474935675,33.9139497637359,38
172,127.584847384997,18.9707352368666,137
173,14.1675164896421,5.8816828782926,124
174,154.153362991853,7.8309295965738,72
175,113.980434700886,21.1158212831263,18
176,113.980434700886,21.1158212831263,52
177,113.980434700886,21.1158212831263,164
178,261.908021924017,27.5158361454129,151
179,167.892861275896,3.9370528226834,89
180,136.736007035779,15.0809989610131,65
181,118.516886640406,20.076569878626,165
182,183.038071152552,-2.5764454924111,115
183,175.164053763203,-0.8304859904608,78
184,136.54529025095,14.6569542725278,65
185,127.107861438602,18.5332615986569,137
186,172.014979400304,3.9044470360612,76
187,172.014979400304,3.9044470360612,88
188,7.3567890852586,0.2646451858637,133
189,153.300158682976,8.9557719716,72
190,261.899203954855,28.0935692836322,151
191,166.247372705657,3.9800017596181,75
192,184.107651387305,-1.8012775409981,114
193,184.107651387305,-1.8012775409981,115
194,341.501679945579,-8.0733847197036,132
195,181.493947994546,-0.4611004226428,97
196,181.493947994546,-0.4611004226428,104
197,7.7743880408936,1.1000140871468,133
198,63.828784610689,16.8773202113193,67
199,184.477552852952,-2.7231724826884,114
200,184.477552852952,-2.7231724826884,115
201,139.550879886653,19.0430420082439,61
202,153.427506290328,8.8558914891467,72
203,17.8707305886416,6.5721898974626,123
204,165.521330617059,8.7287186780066,74
205,114.870999404471,22.0061369005879,15
206,114.870999404471,22.0061369005879,18
207,136.431047205231,16.7028388942462,62
208,149.796058658014,13.8176000427447,71
209,114.909238619041,21.4584981422046,15
210,114.909238619041,21.4584981422046,16
211,114.909238619041,21.4584981422046,18
212,114.909238619041,21.4584981422046,52
213,153.143282633842,7.3430081594102,72
214,118.373913705447,19.2068350268866,58
215,44.6221991095979,35.4709482013218,37
216,16.5350704928547,6.5230962078538,123
217,183.730864590747,-1.8085765489936,114
218,183.730864590747,-1.8085765489936,115
219,150.893442517934,10.6323418872899,70
220,138.752383389722,20.3176211716346,61
221,138.840262768379,19.8277024001189,61
222,113.969353603813,21.0266450365608,18
223,113.969353603813,21.0266450365608,52
224,113.969353603813,21.0266450365608,164
225,126.594349754199,19.4487998791573,137
226,261.868233217239,27.8874685617475,151
227,153.316740082812,7.98754432515,72
228,182.007689861511,-0.7051328345824,97
229,182.007689861511,-0.7051328345824,104
230,169.981353562636,3.6565567586107,103
231,165.834490259017,8.9460562968297,74
232,131.195784462519,16.234448627405,66
233,174.92215764426,-0.669384145444,78
234,119.073085945705,20.3362085166491,165
235,189.589501858052,-2.2031756331243,118
236,188.543194509907,-2.4674478589772,118
237,116.252243946124,21.0754142858667,15
238,116.252243946124,21.0754142858667,16
239,181.51720636909,-0.5109821861264,97
240,181.51720636909,-0.5109821861264,104
241,139.478769280085,20.2683384515787,61
242,43.1860687321785,33.1895592322743,38
243,154.29834377393,8.376454413796,72
244,126.765980504798,18.5567787689515,137
245,43.4707102865221,33.4676724563685,38
246,126.023160373674,19.0185931244229,137
247,120.447921534892,22.5723249230098,54
248,189.557224362547,-3.659157137819,118
249,188.733151271748,-3.5130961182796,118
250,137.789419651794,16.8959794718664,62
251,119.044003786074,21.1757604700872,165
252,135.208437697526,14.9603587694998,65
253,114.450527062282,20.3098829264231,17
254,114.450527062282,20.3098829264231,52
255,155.162450898468,8.016332226966,80
256,154.063738631309,10.4044451347942,73
257,7.0270725205536,1.0200188880058,133
258,136.132625145382,14.629839905959,65
259,165.922421357428,5.5802675429569,75
260,171.94577928931,5.4968243800097,102
261,44.3105070481435,34.6912166968095,38
262,142.004599145006,13.5386948592651,69
263,115.451445180559,20.0457504986399,16
264,115.451445180559,20.0457504986399,17
265,351.432465283682,-3.3084672988112,131
266,169.568321967437,4.0352666809432,103
267,153.285039305454,8.7134049267691,72
268,44.3458984640911,33.7637207129325,38
269,139.774243809019,20.38800719346,61
270,181.486624035047,-0.9542685870576,97
271,181.486624035047,-0.9542685870576,104
272,159.631954092676,9.8073547671606,82
273,181.559326842729,-0.1799279070882,97
274,181.559326842729,-0.1799279070882,104
275,142.363597360325,12.7502087138286,69
276,113.19904504529,21.5630152424452,164
277,120.214842801151,22.599587209606,54
278,136.222978572892,16.63092034669,62
279,139.007801679742,20.1327936054309,61
280,261.689737617433,26.7075970251116,151
281,148.922685467687,14.0855522572467,71
282,154.198414466854,9.8928883502562,73
283,136.858474040681,17.6933375431411,62
284,130.282088277715,16.5394307315166,64
285,117.884029258618,20.0407917303225,165
286,138.992460311783,20.2683718861456,61
287,181.742272051201,-0.5602312070768,97
288,181.742272051201,-0.5602312070768,104
289,154.500147891616,8.6390372215842,72
290,119.42464313543,21.6611425540731,54
291,119.42464313543,21.6611425540731,165
292,185.623225896314,-2.7257253914921,116
293,131.576892043404,15.7388945716386,66
294,153.760874299655,8.1099170831427,72
295,119.580090231512,18.9517997485644,58
296,17.8780218926614,7.6336912171501,123
297,136.694118107865,14.6284930818537,65
298,32.6195450094841,12.7219411830184,130
299,173.319083057929,3.9479565058045,76
300,173.319083057929,3.9479565058045,88
301,136.011919823847,13.8198132366748,65
302,114.718586824272,22.0586553282137,15
303,114.718586824272,22.0586553282137,18
304,167.312505155044,3.3025865817897,89
305,135.880364035676,14.0136582843395,65
306,22.7675270014813,8.1453361563779,125
307,115.100595674598,20.4936119780287,16
308,115.100595674598,20.4936119780287,17
309,115.100595674598,20.4936119780287,52
310,148.245778210282,13.742951270476,71
311,180.947605751966,-0.3863715036066,97
312,180.947605751966,-0.3863715036066,104
313,139.32976771591,19.9106781592775,61
314,137.850056702533,16.9032598241686,62
315,6.9751777252344,1.752683412325,133
316,7.5515937990873,1.7091532505803,133
317,7.933473401954,1.6977145111898,133
318,7.9718289217759,0.2569346784252,133
319,8.2825138963892,1.6849962260994,133
320,8.3073048236049,1.0367492204313,133
321,13.339843769032,6.5863867888593,124
322,13.354670846172,6.0772571757904,124
323,13.3888447043485,6.5622462093022,124
324,13.439126671694,5.1873325798087,124
325,13.6178115763735,5.1932553040119,124
326,13.8171354645636,43.2192528483002,33
327,13.9708142232753,44.4365343677862,33
328,13.9722816934201,5.2326246460664,124
329,13.9727428516556,5.1457225472124,124
330,14.019070374253,44.2463491268558,33
331,14.1046615677989,5.9818364064221,124
332,14.1288497707511,6.4224851959178,124
333,14.169882046575,43.312215718417,33
334,14.2361473102073,44.1748948816246,33
335,14.2382284034363,44.1718454354441,33
336,14.2468928225866,43.7926534237909,33
337,14.2602272645099,43.4331993737138,33
338,14.3926924439247,43.0947810906342,33
339,14.4004299725585,5.2341183989627,124
340,14.4395901097267,44.4793985685634,33
341,14.6248729158972,6.1877769989659,124
342,14.6517627435956,5.5860031570127,124
343,14.6645658687436,5.9442487221125,124
344,14.7140867891039,6.6524850231897,124
345,14.7225286371776,6.8136348647762,124
346,14.8360394151778,44.0662748935786,33
347,14.8476240441476,44.0018472572014,33
348,14.9275809459124,44.1349252650621,33
349,14.9505711106141,44.1478290150125,33
350,14.9968505012887,44.4941444093263,33
351,15.26612093218,43.8124394543274,33
352,17.1505408097974,6.5352147633775,123
353,17.3103691927722,7.3428294832275,123
354,17.4397002879737,7.660264285155,123
355,17.6708449231283,6.5715297627744,123
356,17.8363294531307,6.6236473348181,123
357,17.8376962567407,7.3247562012944,123
358,17.8961699537278,7.6657598352551,123
359,17.9511312691668,6.3650152013166,123
360,18.1323736830959,7.3041879006534,123
361,18.7432029384074,42.7203869131018,34
362,18.8837943860156,42.6814552145166,34
363,19.0034150969985,42.8272887637909,34
364,19.0345717582931,42.8261671823147,34
365,20.1166120681662,41.6249021669783,34
366,20.1272778556805,41.8875910611859,34
367,20.1332986576823,42.1323818740819,34
368,20.2792055227108,41.9204571033753,34
369,20.2906465980866,42.1407261913606,34
370,21.8441402602197,9.3095395662254,125
371,21.979469166172,9.6533877702326,125
372,22.4035756340914,8.9265361929754,125
373,22.6066117317033,8.0906123371845,125
374,22.6657811104888,9.5193167197472,125
375,22.888573163804,10.1378255168569,126
376,23.1381932822963,9.1230485264143,125
377,23.1381932822963,9.1230485264143,126
378,23.2578500747805,8.9779751018108,125
379,23.2578500747805,8.9779751018108,126
380,23.3155773922607,8.8818438123066,126
381,23.444385598646,8.6253708189949,126
382,23.8522450007528,8.8544013353269,126
383,24.0647847321767,10.012989039972,126
384,24.078158251631,9.5931670357322,126
385,24.3139465131809,8.8833953665658,126
386,24.3211679708022,9.0077886973687,126
387,24.4520123244006,9.3723552179478,126
388,31.1119780175807,12.9631539847401,130
389,31.2380235872246,11.6559306704142,130
390,31.2988290454473,11.5873489235195,130
391,31.3092773089112,12.3816298624905,130
392,31.6490240082569,12.1583725055659,130
393,31.7962251207856,11.6982449111052,130
394,31.8914471628344,13.0399638912287,130
395,32.5042329918688,12.9731761537413,130
396,35.5980501704257,14.1806329168858,129
397,35.7812029976533,14.1429944889444,129
398,36.1767791974486,13.6136406294395,129
399,36.181412437222,14.0006422958738,129
400,43.6096815456085,33.2548944183984,38
401,43.7684985909477,33.3583070257549,38
402,44.0022623528207,33.2526454659213,38
403,44.068182784243,33.8435983346178,38
404,44.2151545711473,36.803463298925,37
405,44.3176679210794,34.6804558360627,38
406,44.3339221807362,36.7561646466649,37
407,44.4262903416821,37.0351430026388,37
408,44.5174813034389,35.5319768441823,37
409,44.5236023106894,36.0987012561324,37
410,44.5886892776396,35.6542178333478,37
411,44.6297209767609,34.3564426832899,38
412,44.7456796037018,35.9784756867713,37
413,48.0515209829385,18.1882069001662,136
414,48.2002211310294,17.5301895627703,136
415,48.2417461265315,18.3899949806194,136
416,48.2451407520534,17.4732708149761,136
417,48.6824311278755,18.3798836548326,136
418,48.9042607043162,17.2936864395593,136
419,48.9846746039422,17.7732708240787,136
420,53.8945755540192,18.0610418243408,50
421,54.3234514355999,17.8777009800078,50
422,54.3532569948057,18.1969068196372,50
423,54.9386247856531,17.7249245124807,48
424,55.1773246713561,17.1043111447783,48
425,55.2331759102648,17.8244467933167,48
426,55.5684415807317,17.2080570834446,48
427,55.5684415807317,17.2080570834446,59
428,55.6442694420787,17.0247018505319,48
429,55.6442694420787,17.0247018505319,59
430,56.0342067936192,16.9789662858347,59
431,56.1292910089607,17.0954760258235,48
432,56.1292910089607,17.0954760258235,59
433,56.4760038766354,17.3043832910691,59
434,56.8044382186305,17.2530242199362,59
435,59.059932558829,19.0274934612976,51
436,59.059932558829,19.0274934612976,57
437,59.395832420605,19.2637918758846,51
438,59.395832420605,19.2637918758846,57
439,59.4748480528647,19.1957641463092,51
440,59.4748480528647,19.1957641463092,57
441,59.9599297736062,19.0606179762632,51
442,62.001586896908,18.7398451339079,49
443,62.0537661801936,18.774672586792,49
444,62.1041992240287,18.1533685778961,49
445,62.1924074573574,18.767423410674,49
446,62.2458997549202,18.7894472753702,49
447,62.279689477599,18.933833244335,49
448,63.8921771670455,17.1914255885635,67
449,63.9093973637531,17.2320774301154,67
450,64.0552380070078,17.7512524191306,67
451,64.3952589375127,17.1574205682582,67
452,65.2246749659016,18.1699536530323,67
453,67.2295941729124,20.336193355228,68
454,67.3621195381352,20.0026542596719,68
455,67.3731092834886,20.3038644337267,68
456,68.0872669400861,20.0674892742474,68
457,68.1437791527859,20.0461903411247,68
458,68.3903191570596,20.6119671597506,68
459,68.421920571603,19.7241635234767,68
460,68.4803616675507,21.2575882834379,68
461,68.550984824135,19.8490627303407,68
462,71.1565678810764,20.3966742320409,60
463,71.452335545063,21.0374732478391,60
464,71.5237398234944,21.1357810119456,60
465,71.5570648602847,20.4555035011868,60
466,71.7741696784629,21.6142841255713,60
467,72.0796247845559,21.3932882973113,60
468,72.2092547942635,21.1629150564723,60
469,72.2875889541691,21.1272212196237,60
470,74.7995738573568,22.952018191781,19
471,74.8828341552012,23.2981753981708,19
472,75.6292226459951,23.3239380967974,19
473,88.6571158152639,23.4565892993532,161
474,88.7577115115557,23.408597643791,161
475,88.8382496856762,23.215817832894,161
476,88.9012205079402,22.5674824667128,161
477,89.1968448758454,3.9482448306587,140
478,89.2089744172062,23.1823549474724,161
479,89.3371441193353,4.3275472460068,140
480,89.3883255006215,4.1553757511251,140
481,89.5286041612146,4.4843643269816,140
482,89.5625953774748,5.1352495913537,140
483,89.6449557967295,5.0837344414258,140
484,89.6628215596553,4.4516613744518,140
485,89.6929130992983,4.3225693781402,140
486,89.8396141290231,5.214409345064,140
487,89.8897524537502,4.8140054579585,140
488,89.9140159826585,4.7777700119916,140
489,89.9788088133437,3.9237103336843,140
490,90.0794702716718,3.8032634739396,140
491,90.1958311452857,21.5944053218553,160
492,90.308812554821,4.8197297736463,140
493,90.3974429189376,3.6920829221121,140
494,90.3998218690563,3.7460667691128,140
495,90.4146794538933,3.9058714744748,140
496,90.4764783730744,21.5459027965101,160
497,90.4965838877768,21.7770061034522,160
498,90.6733704268239,5.3486468752119,140
499,90.7640462891653,4.7436598545357,140
500,102.549558805941,18.3143398237899,156
501,102.673764865912,17.5846768019999,156
502,102.730766501882,18.1901660310266,156
503,102.804307663509,17.4526461957036,156
504,102.83325470833,16.8864795414797,156
505,102.867242417085,16.6818293748643,156
506,102.91589806094,16.6697298524232,156
507,102.938612057737,16.8077091392978,156
508,103.002219253939,18.1954924233346,156
509,103.071436064239,17.9206755852768,156
510,103.097976628416,17.7950814150403,156
511,103.135410517846,17.0746666625543,156
512,103.142970162952,17.7863660933365,156
513,103.152191666595,17.3949227132074,156
514,103.185369742192,17.3500202849448,156
515,103.200466682507,17.46298631331,156
516,103.201160602681,17.4624152550495,156
517,103.311734392278,17.3983236659026,156
518,103.365499486536,17.0058121395974,156
519,103.468415870673,18.2942295852716,156
520,103.492029062803,17.981463235193,156
521,103.560034543611,17.3386256597234,156
522,103.59794824471,17.4357334376934,156
523,104.186264543002,17.2076603783499,156
524,111.469308289405,16.532679444112,145
525,112.520033851727,21.077374287818,164
526,112.765354818467,21.7871102522292,164
527,112.895702442511,20.8860105030259,164
528,112.896075308114,21.0311559748765,164
529,112.951160027522,21.8260369867753,164
530,113.010563680841,21.9703556848599,164
531,113.041703871096,20.6936743049557,164
532,113.049358096643,21.086343408109,164
533,113.056873822367,20.883518010333,164
534,113.113691197447,20.9363614962566,164
535,113.13417990887,21.642929264205,164
536,113.251217880319,21.8315756048294,164
537,113.277779572376,21.1158189082916,164
538,113.295125015881,21.998139825522,164
539,113.378296476016,21.9643579355737,164
540,113.574664463359,20.6826677140928,18
541,113.574664463359,20.6826677140928,52
542,113.574664463359,20.6826677140928,164
543,113.581852586515,21.2793956405158,18
544,113.581852586515,21.2793956405158,52
545,113.581852586515,21.2793956405158,164
546,113.703830046957,20.3798823391296,52
547,113.765093041913,20.2647980381654,52
548,113.794058141064,21.4112748169781,18
549,113.794058141064,21.4112748169781,52
550,113.794058141064,21.4112748169781,164
551,113.840347373917,20.7087316307611,18
552,113.840347373917,20.7087316307611,52
553,113.840347373917,20.7087316307611,164
554,113.848668827002,20.5434302315217,52
555,113.848668827002,20.5434302315217,164
556,113.955623953562,20.383630313003,52
557,113.963340094428,21.4094135031046,18
558,113.963340094428,21.4094135031046,52
559,113.963340094428,21.4094135031046,164
560,114.043004562728,20.6824016476108,18
561,114.043004562728,20.6824016476108,52
562,114.120241580244,20.8703580530523,18
563,114.120241580244,20.8703580530523,52
564,114.127286359103,21.8066680124901,18
565,114.127286359103,21.8066680124901,52
566,114.237648052623,20.8805938223859,18
567,114.237648052623,20.8805938223859,52
568,114.255878556182,20.3689400772347,52
569,114.395336284114,21.8381378760781,18
570,114.395336284114,21.8381378760781,52
571,114.447212780011,20.9947854022193,17
572,114.447212780011,20.9947854022193,18
573,114.447212780011,20.9947854022193,52
574,114.462735132999,19.9397079381126,17
575,114.464195430711,21.5827489235559,18
576,114.464195430711,21.5827489235559,52
577,114.493938719281,19.6133243835426,17
578,114.51534591181,20.9990015010433,17
579,114.51534591181,20.9990015010433,18
580,114.51534591181,20.9990015010433,52
581,114.544811960963,19.8911408754819,17
582,114.559292117625,21.6284161020127,18
583,114.559292117625,21.6284161020127,52
584,114.57209858166,20.5503020775415,17
585,114.57209858166,20.5503020775415,18
586,114.57209858166,20.5503020775415,52
587,114.585201366501,22.062480020109,18
588,114.606857276231,19.6652289022621,17
589,114.689044141036,21.0377284402075,15
590,114.689044141036,21.0377284402075,16
591,114.689044141036,21.0377284402075,17
592,114.689044141036,21.0377284402075,18
593,114.689044141036,21.0377284402075,52
594,114.832540227804,20.1414993450997,16
595,114.832540227804,20.1414993450997,17
596,114.882248119225,21.476970747941,15
597,114.882248119225,21.476970747941,16
598,114.882248119225,21.476970747941,18
599,114.882248119225,21.476970747941,52
600,114.884779650798,20.1795981376982,16
601,114.884779650798,20.1795981376982,17
602,114.916320154519,20.0243278089527,16
603,114.916320154519,20.0243278089527,17
604,115.028760692149,20.5991448446687,15
605,115.028760692149,20.5991448446687,16
606,115.028760692149,20.5991448446687,17
607,115.028760692149,20.5991448446687,18
608,115.028760692149,20.5991448446687,52
609,115.032575592644,19.9454623625671,17
610,115.047426626547,19.7705672401274,17
611,115.057600418265,22.0148355742851,15
612,115.057600418265,22.0148355742851,18
613,115.101046463078,20.4602997000986,16
614,115.101046463078,20.4602997000986,17
615,115.101046463078,20.4602997000986,52
616,115.12732365783,20.7192495478954,15
617,115.12732365783,20.7192495478954,16
618,115.12732365783,20.7192495478954,17
619,115.12732365783,20.7192495478954,52
620,115.183879513704,19.679606022403,17
621,115.220372203165,21.0225869159762,15
622,115.220372203165,21.0225869159762,16
623,115.220372203165,21.0225869159762,17
624,115.280962768907,20.3126878526694,16
625,115.280962768907,20.3126878526694,17
626,115.285275636419,19.6077395897847,17
627,115.344946435025,20.5943539723328,15
628,115.344946435025,20.5943539723328,16
629,115.344946435025,20.5943539723328,17
630,115.387035485893,19.5735483643078,17
631,115.459876909583,20.9722171473955,15
632,115.459876909583,20.9722171473955,16
633,115.459876909583,20.9722171473955,17
634,115.480731506419,20.3965901426751,16
635,115.480731506419,20.3965901426751,17
636,115.498537682564,21.2044375294385,15
637,115.498537682564,21.2044375294385,16
638,115.528258606004,20.3381229160968,16
639,115.528258606004,20.3381229160968,17
640,115.597211711931,19.6384565869234,17
641,115.605459545113,20.3993044965635,16
642,115.605459545113,20.3993044965635,17
643,115.781669618606,20.1993122554111,16
644,115.781669618606,20.1993122554111,17
645,115.79909362687,21.9589376071256,15
646,115.823568765473,19.5307189163269,17
647,115.840360628651,20.1411998778131,16
648,115.840360628651,20.1411998778131,17
649,115.884783190231,19.9748413757983,16
650,115.884783190231,19.9748413757983,17
651,115.960946031615,20.1940801779953,16
652,115.960946031615,20.1940801779953,17
653,116.144480332779,21.1524013285617,15
654,116.144480332779,21.1524013285617,16
655,116.152404898152,22.2493085291325,15
656,116.152974697428,20.1019446185741,16
657,116.189244371098,20.2271989588091,16
658,116.193906034263,20.6311726680442,15
659,116.193906034263,20.6311726680442,16
660,116.330565556441,21.3571025630116,15
661,116.330565556441,21.3571025630116,16
662,116.346673380195,21.3678377407883,15
663,116.346673380195,21.3678377407883,16
664,117.918176198565,20.8388894218512,165
665,117.95550829636,20.4835594941874,165
666,118.088792186783,20.5918955544293,165
667,118.143460903962,21.2543713514885,165
668,118.203649814309,20.4209813923322,165
669,118.21813488972,20.1092141700136,165
670,118.318290255233,18.9098205297005,58
671,118.332591292248,21.0855398949644,165
672,118.400261450686,20.1959230721111,165
673,118.403213814674,20.6148189765486,165
674,118.528202080511,19.097068672788,58
675,118.589302131146,18.0218176080103,58
676,118.590794688959,21.0249946269045,165
677,118.716573647408,18.7146281805862,58
678,118.73551865951,20.3084338344504,165
679,118.745680625528,18.0048620693777,58
680,118.771580643724,20.1245894323786,165
681,118.799761617231,17.8464614722227,58
682,118.871992153468,18.6505704576514,58
683,118.886200899578,18.7651427305802,58
684,118.932934987879,18.0204930294567,58
685,118.967378418303,18.6530099017943,58
686,119.000888279571,18.0362598539069,58
687,119.089896235181,18.9105614484498,58
688,119.106306934263,22.6644825680696,54
689,119.131714489606,19.0771149096311,58
690,119.166956700965,18.8459553171354,58
691,119.187505197549,17.7683976529521,58
692,119.196402314879,19.2726069890067,58
693,119.266740583823,17.696831645763,58
694,119.36917239793,20.3337237173439,165
695,119.400706807792,22.3822617814579,54
696,119.405933718372,18.9851750749775,58
697,119.480555201906,19.2008164754484,58
698,119.50134521035,18.2330604595276,58
699,119.516499827653,19.0970910968388,58
700,119.526900650245,18.5281019521198,58
701,119.606288898348,22.4898900649898,54
702,119.636571774912,19.189656929435,58
703,119.685331927947,21.7680524458865,54
704,119.717733458528,22.5723049386473,54
705,119.728997909942,21.6280005953788,54
706,119.73264108896,22.2535859841082,54
707,119.802232501772,19.1270837605512,58
708,119.882567173422,18.4220916929613,58
709,119.942712638031,22.0924570812946,54
710,119.970848141709,19.2883534898941,58
711,119.992008095727,18.2511997340717,58
712,120.063825106831,21.7095505566706,54
713,120.141256527226,21.4927896602298,54
714,120.352165466187,21.4881121591656,54
715,120.365268384463,21.8754922165812,54
716,120.53144145287,22.8568375301611,54
717,120.665587112515,3.3543285152149,142
718,120.677690079671,4.2506627737345,142
719,120.762487810575,4.2486533752462,142
720,120.855219364416,4.9728638565724,142
721,120.868691196317,4.2953346817219,142
722,120.906841999219,4.2509303169181,142
723,121.069668845956,3.8675136318203,142
